Question	Question Category	Continent	Urban / Rural	Education	D_INTERVIEW
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Tertiary	554070853
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Tertiary	36071260
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Tertiary	554070554
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Lower Secondary	36071167
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Lower Secondary	554070488
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Lower Secondary	554070210
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Lower Secondary	36070894
Q59	Social Capital, Trust and Organizational Membership	Oceania	Urban	Lower Secondary	36071720
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Upper to Post Secondary	36070721
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Upper to Post Secondary	36071130
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Upper to Post Secondary	36070204
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Upper to Post Secondary	36070463
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Upper to Post Secondary	554070073
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Tertiary	36071623
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Tertiary	36071128
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Tertiary	554070036
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Tertiary	36070625
Q59	Social Capital, Trust and Organizational Membership	Oceania	Rural	Tertiary	36071441
Q106	Economic Values	Asia	Urban	Upper to Post Secondary	417070994
Q106	Economic Values	Asia	Urban	Upper to Post Secondary	360073144
Q106	Economic Values	Asia	Urban	Upper to Post Secondary	702071635
Q106	Economic Values	Asia	Urban	Upper to Post Secondary	410070925
Q106	Economic Values	Asia	Urban	Upper to Post Secondary	344070978
Q106	Economic Values	Asia	Urban	Primary or No Education	496070079
Q106	Economic Values	Asia	Urban	Primary or No Education	702070392
Q106	Economic Values	Asia	Urban	Primary or No Education	364071404
Q106	Economic Values	Asia	Urban	Primary or No Education	344070135
Q106	Economic Values	Asia	Urban	Primary or No Education	50070071
Q106	Economic Values	Asia	Urban	Tertiary	344070228
Q106	Economic Values	Asia	Urban	Tertiary	762070171
Q106	Economic Values	Asia	Urban	Tertiary	398071204
Q106	Economic Values	Asia	Urban	Tertiary	392070383
Q106	Economic Values	Asia	Urban	Tertiary	496070520
Q106	Economic Values	Asia	Urban	Lower Secondary	704070076
Q106	Economic Values	Asia	Urban	Lower Secondary	458071201
Q106	Economic Values	Asia	Urban	Lower Secondary	364071036
Q106	Economic Values	Asia	Urban	Lower Secondary	704070964
Q106	Economic Values	Asia	Urban	Lower Secondary	496071009
Q106	Economic Values	Asia	Rural	Upper to Post Secondary	586071056
Q106	Economic Values	Asia	Rural	Upper to Post Secondary	368070300
Q106	Economic Values	Asia	Rural	Upper to Post Secondary	792071341
Q106	Economic Values	Asia	Rural	Upper to Post Secondary	398070492
Q106	Economic Values	Asia	Rural	Upper to Post Secondary	50071010
Q106	Economic Values	Asia	Rural	Primary or No Education	586071740
Q106	Economic Values	Asia	Rural	Primary or No Education	792072180
Q106	Economic Values	Asia	Rural	Primary or No Education	608070708
Q106	Economic Values	Asia	Rural	Primary or No Education	792070003
Q106	Economic Values	Asia	Rural	Primary or No Education	792070819
Q106	Economic Values	Asia	Rural	Tertiary	50071190
Q106	Economic Values	Asia	Rural	Tertiary	158070774
Q106	Economic Values	Asia	Rural	Tertiary	158071178
Q106	Economic Values	Asia	Rural	Tertiary	792070404
Q106	Economic Values	Asia	Rural	Tertiary	156071770
Q106	Economic Values	Asia	Rural	Lower Secondary	462070395
Q106	Economic Values	Asia	Rural	Lower Secondary	50070757
Q106	Economic Values	Asia	Rural	Lower Secondary	608070467
Q106	Economic Values	Asia	Rural	Lower Secondary	156070724
Q106	Economic Values	Asia	Rural	Lower Secondary	360070973
Q106	Economic Values	Europe	Urban	Upper to Post Secondary	276071524
Q106	Economic Values	Europe	Urban	Upper to Post Secondary	276071030
Q106	Economic Values	Europe	Urban	Upper to Post Secondary	203070115
Q106	Economic Values	Europe	Urban	Upper to Post Secondary	196070175
Q106	Economic Values	Europe	Urban	Upper to Post Secondary	51070666
Q106	Economic Values	Europe	Urban	Primary or No Education	196070009
Q106	Economic Values	Europe	Urban	Primary or No Education	642070182
Q106	Economic Values	Europe	Urban	Primary or No Education	300071110
Q106	Economic Values	Europe	Urban	Primary or No Education	300070099
Q106	Economic Values	Europe	Urban	Primary or No Education	300070377
Q106	Economic Values	Europe	Urban	Tertiary	300070162
Q106	Economic Values	Europe	Urban	Tertiary	826071549
Q106	Economic Values	Europe	Urban	Tertiary	642070319
Q106	Economic Values	Europe	Urban	Tertiary	688070852
Q106	Economic Values	Europe	Urban	Tertiary	276071365
Q106	Economic Values	Europe	Urban	Lower Secondary	203070425
Q106	Economic Values	Europe	Urban	Lower Secondary	826071274
Q106	Economic Values	Europe	Urban	Lower Secondary	703070439
Q106	Economic Values	Europe	Urban	Lower Secondary	703070075
Q106	Economic Values	Europe	Urban	Lower Secondary	826070202
Q106	Economic Values	Europe	Rural	Upper to Post Secondary	688071187
Q106	Economic Values	Europe	Rural	Upper to Post Secondary	826072182
Q106	Economic Values	Europe	Rural	Upper to Post Secondary	196070434
Q106	Economic Values	Europe	Rural	Upper to Post Secondary	703070566
Q106	Economic Values	Europe	Rural	Upper to Post Secondary	642070017
Q106	Economic Values	Europe	Rural	Primary or No Education	826070742
Q106	Economic Values	Europe	Rural	Primary or No Education	196070119
Q106	Economic Values	Europe	Rural	Primary or No Education	196070210
Q106	Economic Values	Europe	Rural	Primary or No Education	196070298
Q106	Economic Values	Europe	Rural	Primary or No Education	642070946
Q106	Economic Values	Europe	Rural	Tertiary	826070737
Q106	Economic Values	Europe	Rural	Tertiary	196070853
Q106	Economic Values	Europe	Rural	Tertiary	276070162
Q106	Economic Values	Europe	Rural	Tertiary	300070840
Q106	Economic Values	Europe	Rural	Tertiary	804070897
Q106	Economic Values	Europe	Rural	Lower Secondary	203070347
Q106	Economic Values	Europe	Rural	Lower Secondary	203071112
Q106	Economic Values	Europe	Rural	Lower Secondary	703070367
Q106	Economic Values	Europe	Rural	Lower Secondary	703070362
Q106	Economic Values	Europe	Rural	Lower Secondary	642070866
Q106	Economic Values	South America	Urban	Upper to Post Secondary	862071059
Q106	Economic Values	South America	Urban	Upper to Post Secondary	76070702
Q106	Economic Values	South America	Urban	Upper to Post Secondary	862070363
Q106	Economic Values	South America	Urban	Upper to Post Secondary	68070878
Q106	Economic Values	South America	Urban	Upper to Post Secondary	604070854
Q106	Economic Values	South America	Urban	Primary or No Education	76070648
Q106	Economic Values	South America	Urban	Primary or No Education	68071775
Q106	Economic Values	South America	Urban	Primary or No Education	76071394
Q106	Economic Values	South America	Urban	Primary or No Education	218071012
Q106	Economic Values	South America	Urban	Primary or No Education	76070413
Q106	Economic Values	South America	Urban	Tertiary	68071608
Q106	Economic Values	South America	Urban	Tertiary	604070902
Q106	Economic Values	South America	Urban	Tertiary	68072002
Q106	Economic Values	South America	Urban	Tertiary	32070082
Q106	Economic Values	South America	Urban	Tertiary	68070764
Q106	Economic Values	South America	Urban	Lower Secondary	862070022
Q106	Economic Values	South America	Urban	Lower Secondary	862070575
Q106	Economic Values	South America	Urban	Lower Secondary	68071907
Q106	Economic Values	South America	Urban	Lower Secondary	862070934
Q106	Economic Values	South America	Urban	Lower Secondary	170074738
Q106	Economic Values	South America	Rural	Upper to Post Secondary	68071396
Q106	Economic Values	South America	Rural	Upper to Post Secondary	218070106
Q106	Economic Values	South America	Rural	Upper to Post Secondary	32070936
Q106	Economic Values	South America	Rural	Upper to Post Secondary	68070652
Q106	Economic Values	South America	Rural	Upper to Post Secondary	152070740
Q106	Economic Values	South America	Rural	Primary or No Education	68071531
Q106	Economic Values	South America	Rural	Primary or No Education	68071680
Q106	Economic Values	South America	Rural	Primary or No Education	68070299
Q106	Economic Values	South America	Rural	Primary or No Education	68070331
Q106	Economic Values	South America	Rural	Primary or No Education	68070803
Q106	Economic Values	South America	Rural	Tertiary	76070252
Q106	Economic Values	South America	Rural	Tertiary	218070637
Q106	Economic Values	South America	Rural	Tertiary	68070806
Q106	Economic Values	South America	Rural	Tertiary	170076402
Q106	Economic Values	South America	Rural	Tertiary	68070202
Q106	Economic Values	South America	Rural	Lower Secondary	68070244
Q106	Economic Values	South America	Rural	Lower Secondary	152070862
Q106	Economic Values	South America	Rural	Lower Secondary	68070245
Q106	Economic Values	South America	Rural	Lower Secondary	604070594
Q106	Economic Values	South America	Rural	Lower Secondary	604070500
Q106	Economic Values	Africa	Urban	Upper to Post Secondary	504070472
Q106	Economic Values	Africa	Urban	Upper to Post Secondary	566070872
Q106	Economic Values	Africa	Urban	Upper to Post Secondary	404070833
Q106	Economic Values	Africa	Urban	Upper to Post Secondary	788071162
Q106	Economic Values	Africa	Urban	Upper to Post Secondary	716071032
Q106	Economic Values	Africa	Urban	Primary or No Education	504070012
Q106	Economic Values	Africa	Urban	Primary or No Education	434070924
Q106	Economic Values	Africa	Urban	Primary or No Education	231070003
Q106	Economic Values	Africa	Urban	Primary or No Education	788070787
Q106	Economic Values	Africa	Urban	Primary or No Education	504070208
Q106	Economic Values	Africa	Urban	Tertiary	434070576
Q106	Economic Values	Africa	Urban	Tertiary	434070250
Q106	Economic Values	Africa	Urban	Tertiary	434070253
Q106	Economic Values	Africa	Urban	Tertiary	434070950
Q106	Economic Values	Africa	Urban	Tertiary	434070445
Q106	Economic Values	Africa	Urban	Lower Secondary	404071230
Q106	Economic Values	Africa	Urban	Lower Secondary	788070415
Q106	Economic Values	Africa	Urban	Lower Secondary	716070203
Q106	Economic Values	Africa	Urban	Lower Secondary	504070221
Q106	Economic Values	Africa	Urban	Lower Secondary	716070164
Q106	Economic Values	Africa	Rural	Upper to Post Secondary	434070442
Q106	Economic Values	Africa	Rural	Upper to Post Secondary	504070905
Q106	Economic Values	Africa	Rural	Upper to Post Secondary	504070454
Q106	Economic Values	Africa	Rural	Upper to Post Secondary	818070604
Q106	Economic Values	Africa	Rural	Upper to Post Secondary	404070832
Q106	Economic Values	Africa	Rural	Primary or No Education	231070887
Q106	Economic Values	Africa	Rural	Primary or No Education	231070555
Q106	Economic Values	Africa	Rural	Primary or No Education	716070318
Q106	Economic Values	Africa	Rural	Primary or No Education	231070371
Q106	Economic Values	Africa	Rural	Primary or No Education	818070860
Q106	Economic Values	Africa	Rural	Tertiary	231070257
Q106	Economic Values	Africa	Rural	Tertiary	434070020
Q106	Economic Values	Africa	Rural	Tertiary	434071189
Q106	Economic Values	Africa	Rural	Tertiary	231070613
Q106	Economic Values	Africa	Rural	Tertiary	434070056
Q106	Economic Values	Africa	Rural	Lower Secondary	566070429
Q106	Economic Values	Africa	Rural	Lower Secondary	566070673
Q106	Economic Values	Africa	Rural	Lower Secondary	231071018
Q106	Economic Values	Africa	Rural	Lower Secondary	716070806
Q106	Economic Values	Africa	Rural	Lower Secondary	716070998
Q106	Economic Values	North America	Urban	Upper to Post Secondary	124072988
Q106	Economic Values	North America	Urban	Upper to Post Secondary	840071267
Q106	Economic Values	North America	Urban	Upper to Post Secondary	124070776
Q106	Economic Values	North America	Urban	Upper to Post Secondary	484070178
Q106	Economic Values	North America	Urban	Upper to Post Secondary	840071780
Q106	Economic Values	North America	Urban	Primary or No Education	320070405
Q106	Economic Values	North America	Urban	Primary or No Education	484071177
Q106	Economic Values	North America	Urban	Primary or No Education	558070019
Q106	Economic Values	North America	Urban	Primary or No Education	484071272
Q106	Economic Values	North America	Urban	Primary or No Education	558070156
Q106	Economic Values	North America	Urban	Tertiary	124074310
Q106	Economic Values	North America	Urban	Tertiary	840072174
Q106	Economic Values	North America	Urban	Tertiary	320070093
Q106	Economic Values	North America	Urban	Tertiary	124072662
Q106	Economic Values	North America	Urban	Tertiary	840073033
Q106	Economic Values	North America	Urban	Lower Secondary	840073006
Q106	Economic Values	North America	Urban	Lower Secondary	124072867
Q106	Economic Values	North America	Urban	Lower Secondary	630070023
Q106	Economic Values	North America	Urban	Lower Secondary	484070675
Q106	Economic Values	North America	Urban	Lower Secondary	484070733
Q106	Economic Values	North America	Rural	Upper to Post Secondary	124070527
Q106	Economic Values	North America	Rural	Upper to Post Secondary	484070197
Q106	Economic Values	North America	Rural	Upper to Post Secondary	558070833
Q106	Economic Values	North America	Rural	Upper to Post Secondary	124070988
Q106	Economic Values	North America	Rural	Upper to Post Secondary	124074853
Q106	Economic Values	North America	Rural	Primary or No Education	484071445
Q106	Economic Values	North America	Rural	Primary or No Education	558071155
Q106	Economic Values	North America	Rural	Primary or No Education	558071007
Q106	Economic Values	North America	Rural	Primary or No Education	320070563
Q106	Economic Values	North America	Rural	Primary or No Education	558070803
Q106	Economic Values	North America	Rural	Tertiary	320071184
Q106	Economic Values	North America	Rural	Tertiary	124070938
Q106	Economic Values	North America	Rural	Tertiary	124073164
Q106	Economic Values	North America	Rural	Tertiary	558071137
Q106	Economic Values	North America	Rural	Tertiary	124071688
Q106	Economic Values	North America	Rural	Lower Secondary	558070895
Q106	Economic Values	North America	Rural	Lower Secondary	124073609
Q106	Economic Values	North America	Rural	Lower Secondary	124071764
Q106	Economic Values	North America	Rural	Lower Secondary	558070937
Q106	Economic Values	North America	Rural	Lower Secondary	558071011
Q106	Economic Values	Oceania	Urban	Upper to Post Secondary	554070098
Q106	Economic Values	Oceania	Urban	Upper to Post Secondary	554070454
Q106	Economic Values	Oceania	Urban	Upper to Post Secondary	36070723
Q106	Economic Values	Oceania	Urban	Upper to Post Secondary	36070545
Q106	Economic Values	Oceania	Urban	Upper to Post Secondary	36071241
Q106	Economic Values	Oceania	Urban	Primary or No Education	554070550
Q106	Economic Values	Oceania	Urban	Primary or No Education	36071455
Q106	Economic Values	Oceania	Urban	Primary or No Education	36070409
Q106	Economic Values	Oceania	Urban	Primary or No Education	36070923
Q106	Economic Values	Oceania	Urban	Primary or No Education	554070083
Q106	Economic Values	Oceania	Urban	Tertiary	36070902
Q106	Economic Values	Oceania	Urban	Tertiary	554070853
Q106	Economic Values	Oceania	Urban	Tertiary	36071063
Q106	Economic Values	Oceania	Urban	Tertiary	36071223
Q106	Economic Values	Oceania	Urban	Tertiary	36071426
Q106	Economic Values	Oceania	Urban	Lower Secondary	36071408
Q106	Economic Values	Oceania	Urban	Lower Secondary	554070285
Q106	Economic Values	Oceania	Urban	Lower Secondary	36071790
Q106	Economic Values	Oceania	Urban	Lower Secondary	554070699
Q106	Economic Values	Oceania	Urban	Lower Secondary	36071701
Q106	Economic Values	Oceania	Rural	Upper to Post Secondary	554070073
Q106	Economic Values	Oceania	Rural	Upper to Post Secondary	36071377
Q106	Economic Values	Oceania	Rural	Upper to Post Secondary	36071124
Q106	Economic Values	Oceania	Rural	Upper to Post Secondary	36071374
Q106	Economic Values	Oceania	Rural	Upper to Post Secondary	554070650
Q106	Economic Values	Oceania	Rural	Tertiary	554070017
Q106	Economic Values	Oceania	Rural	Tertiary	36071557
Q106	Economic Values	Oceania	Rural	Tertiary	36071441
Q106	Economic Values	Oceania	Rural	Tertiary	36070621
Q106	Economic Values	Oceania	Rural	Tertiary	36070625
Q107	Economic Values	Asia	Urban	Upper to Post Secondary	417071099
Q107	Economic Values	Asia	Urban	Upper to Post Secondary	410070213
Q107	Economic Values	Asia	Urban	Upper to Post Secondary	392070991
Q107	Economic Values	Asia	Urban	Upper to Post Secondary	702070528
Q107	Economic Values	Asia	Urban	Upper to Post Secondary	364071520
Q107	Economic Values	Asia	Urban	Primary or No Education	364071375
Q107	Economic Values	Asia	Urban	Primary or No Education	792070374
Q107	Economic Values	Asia	Urban	Primary or No Education	368070493
Q107	Economic Values	Asia	Urban	Primary or No Education	360072314
Q107	Economic Values	Asia	Urban	Primary or No Education	792070291
Q107	Economic Values	Asia	Urban	Tertiary	398071213
Q107	Economic Values	Asia	Urban	Tertiary	410070593
Q107	Economic Values	Asia	Urban	Tertiary	446070475
Q107	Economic Values	Asia	Urban	Tertiary	792070542
Q107	Economic Values	Asia	Urban	Tertiary	422070752
Q107	Economic Values	Asia	Urban	Lower Secondary	458070691
Q107	Economic Values	Asia	Urban	Lower Secondary	156072293
Q107	Economic Values	Asia	Urban	Lower Secondary	608070048
Q107	Economic Values	Asia	Urban	Lower Secondary	104070701
Q107	Economic Values	Asia	Urban	Lower Secondary	344071530
Q107	Economic Values	Asia	Rural	Upper to Post Secondary	400070302
Q107	Economic Values	Asia	Rural	Upper to Post Secondary	762070852
Q107	Economic Values	Asia	Rural	Upper to Post Secondary	392071240
Q107	Economic Values	Asia	Rural	Upper to Post Secondary	422070162
Q107	Economic Values	Asia	Rural	Upper to Post Secondary	586071333
Q107	Economic Values	Asia	Rural	Primary or No Education	50071024
Q107	Economic Values	Asia	Rural	Primary or No Education	156072910
Q107	Economic Values	Asia	Rural	Primary or No Education	704070645
Q107	Economic Values	Asia	Rural	Primary or No Education	792070975
Q107	Economic Values	Asia	Rural	Primary or No Education	104071110
Q107	Economic Values	Asia	Rural	Tertiary	792072084
Q107	Economic Values	Asia	Rural	Tertiary	792070236
Q107	Economic Values	Asia	Rural	Tertiary	398070084
Q107	Economic Values	Asia	Rural	Tertiary	368070841
Q107	Economic Values	Asia	Rural	Tertiary	156070272
Q107	Economic Values	Asia	Rural	Lower Secondary	462070507
Q107	Economic Values	Asia	Rural	Lower Secondary	156070348
Q107	Economic Values	Asia	Rural	Lower Secondary	792071869
Q107	Economic Values	Asia	Rural	Lower Secondary	50070428
Q107	Economic Values	Asia	Rural	Lower Secondary	704070643
Q107	Economic Values	Europe	Urban	Upper to Post Secondary	196070112
Q107	Economic Values	Europe	Urban	Upper to Post Secondary	528070960
Q107	Economic Values	Europe	Urban	Upper to Post Secondary	826072063
Q107	Economic Values	Europe	Urban	Upper to Post Secondary	703070778
Q107	Economic Values	Europe	Urban	Upper to Post Secondary	643071493
Q107	Economic Values	Europe	Urban	Primary or No Education	300070886
Q107	Economic Values	Europe	Urban	Primary or No Education	300070738
Q107	Economic Values	Europe	Urban	Primary or No Education	276071336
Q107	Economic Values	Europe	Urban	Primary or No Education	20070536
Q107	Economic Values	Europe	Urban	Primary or No Education	203070348
Q107	Economic Values	Europe	Urban	Tertiary	300070455
Q107	Economic Values	Europe	Urban	Tertiary	528070066
Q107	Economic Values	Europe	Urban	Tertiary	826070770
Q107	Economic Values	Europe	Urban	Tertiary	642070475
Q107	Economic Values	Europe	Urban	Tertiary	203070784
Q107	Economic Values	Europe	Urban	Lower Secondary	643070138
Q107	Economic Values	Europe	Urban	Lower Secondary	703070439
Q107	Economic Values	Europe	Urban	Lower Secondary	203070482
Q107	Economic Values	Europe	Urban	Lower Secondary	826071389
Q107	Economic Values	Europe	Urban	Lower Secondary	203070999
Q107	Economic Values	Europe	Rural	Upper to Post Secondary	703070566
Q107	Economic Values	Europe	Rural	Upper to Post Secondary	826072492
Q107	Economic Values	Europe	Rural	Upper to Post Secondary	51070496
Q107	Economic Values	Europe	Rural	Upper to Post Secondary	276070082
Q107	Economic Values	Europe	Rural	Upper to Post Secondary	826072462
Q107	Economic Values	Europe	Rural	Primary or No Education	643070213
Q107	Economic Values	Europe	Rural	Primary or No Education	196070470
Q107	Economic Values	Europe	Rural	Primary or No Education	196070079
Q107	Economic Values	Europe	Rural	Primary or No Education	196070382
Q107	Economic Values	Europe	Rural	Primary or No Education	703070447
Q107	Economic Values	Europe	Rural	Tertiary	196070981
Q107	Economic Values	Europe	Rural	Tertiary	642070433
Q107	Economic Values	Europe	Rural	Tertiary	51070836
Q107	Economic Values	Europe	Rural	Tertiary	196070317
Q107	Economic Values	Europe	Rural	Tertiary	51070785
Q107	Economic Values	Europe	Rural	Lower Secondary	203070913
Q107	Economic Values	Europe	Rural	Lower Secondary	642070866
Q107	Economic Values	Europe	Rural	Lower Secondary	203070448
Q107	Economic Values	Europe	Rural	Lower Secondary	643071623
Q107	Economic Values	Europe	Rural	Lower Secondary	826070945
Q107	Economic Values	South America	Urban	Upper to Post Secondary	604070851
Q107	Economic Values	South America	Urban	Upper to Post Secondary	32070844
Q107	Economic Values	South America	Urban	Upper to Post Secondary	152070304
Q107	Economic Values	South America	Urban	Upper to Post Secondary	604070655
Q107	Economic Values	South America	Urban	Upper to Post Secondary	68070171
Q107	Economic Values	South America	Urban	Primary or No Education	170076476
Q107	Economic Values	South America	Urban	Primary or No Education	862070237
Q107	Economic Values	South America	Urban	Primary or No Education	862070791
Q107	Economic Values	South America	Urban	Primary or No Education	218070783
Q107	Economic Values	South America	Urban	Primary or No Education	604070466
Q107	Economic Values	South America	Urban	Tertiary	68071608
Q107	Economic Values	South America	Urban	Tertiary	604070871
Q107	Economic Values	South America	Urban	Tertiary	68071923
Q107	Economic Values	South America	Urban	Tertiary	76070802
Q107	Economic Values	South America	Urban	Tertiary	604070532
Q107	Economic Values	South America	Urban	Lower Secondary	32070052
Q107	Economic Values	South America	Urban	Lower Secondary	604070260
Q107	Economic Values	South America	Urban	Lower Secondary	32070430
Q107	Economic Values	South America	Urban	Lower Secondary	862070930
Q107	Economic Values	South America	Urban	Lower Secondary	862070933
Q107	Economic Values	South America	Rural	Upper to Post Secondary	68071803
Q107	Economic Values	South America	Rural	Upper to Post Secondary	218071058
Q107	Economic Values	South America	Rural	Upper to Post Secondary	68071757
Q107	Economic Values	South America	Rural	Upper to Post Secondary	170075196
Q107	Economic Values	South America	Rural	Upper to Post Secondary	862070531
Q107	Economic Values	South America	Rural	Primary or No Education	170074363
Q107	Economic Values	South America	Rural	Primary or No Education	32070937
Q107	Economic Values	South America	Rural	Primary or No Education	604070483
Q107	Economic Values	South America	Rural	Primary or No Education	604070991
Q107	Economic Values	South America	Rural	Primary or No Education	170075532
Q107	Economic Values	South America	Rural	Tertiary	170075700
Q107	Economic Values	South America	Rural	Tertiary	218070031
Q107	Economic Values	South America	Rural	Tertiary	68071684
Q107	Economic Values	South America	Rural	Tertiary	68070806
Q107	Economic Values	South America	Rural	Tertiary	218070734
Q107	Economic Values	South America	Rural	Lower Secondary	218070730
Q107	Economic Values	South America	Rural	Lower Secondary	76071763
Q107	Economic Values	South America	Rural	Lower Secondary	68071414
Q107	Economic Values	South America	Rural	Lower Secondary	68070245
Q107	Economic Values	South America	Rural	Lower Secondary	68070222
Q107	Economic Values	Africa	Urban	Upper to Post Secondary	434071039
Q107	Economic Values	Africa	Urban	Upper to Post Secondary	404070141
Q107	Economic Values	Africa	Urban	Upper to Post Secondary	788070024
Q107	Economic Values	Africa	Urban	Upper to Post Secondary	788071004
Q107	Economic Values	Africa	Urban	Upper to Post Secondary	504071082
Q107	Economic Values	Africa	Urban	Primary or No Education	788070185
Q107	Economic Values	Africa	Urban	Primary or No Education	404071014
Q107	Economic Values	Africa	Urban	Primary or No Education	504070823
Q107	Economic Values	Africa	Urban	Primary or No Education	504071057
Q107	Economic Values	Africa	Urban	Primary or No Education	504070916
Q107	Economic Values	Africa	Urban	Tertiary	434070250
Q107	Economic Values	Africa	Urban	Tertiary	434071115
Q107	Economic Values	Africa	Urban	Tertiary	818070407
Q107	Economic Values	Africa	Urban	Tertiary	434070074
Q107	Economic Values	Africa	Urban	Tertiary	434070266
Q107	Economic Values	Africa	Urban	Lower Secondary	404071137
Q107	Economic Values	Africa	Urban	Lower Secondary	818070136
Q107	Economic Values	Africa	Urban	Lower Secondary	818070655
Q107	Economic Values	Africa	Urban	Lower Secondary	716070038
Q107	Economic Values	Africa	Urban	Lower Secondary	716070667
Q107	Economic Values	Africa	Rural	Upper to Post Secondary	566071226
Q107	Economic Values	Africa	Rural	Upper to Post Secondary	818070462
Q107	Economic Values	Africa	Rural	Upper to Post Secondary	716070197
Q107	Economic Values	Africa	Rural	Upper to Post Secondary	404070413
Q107	Economic Values	Africa	Rural	Upper to Post Secondary	818070585
Q107	Economic Values	Africa	Rural	Primary or No Education	716071211
Q107	Economic Values	Africa	Rural	Primary or No Education	566071056
Q107	Economic Values	Africa	Rural	Primary or No Education	788070927
Q107	Economic Values	Africa	Rural	Primary or No Education	504070842
Q107	Economic Values	Africa	Rural	Primary or No Education	566070866
Q107	Economic Values	Africa	Rural	Tertiary	231070373
Q107	Economic Values	Africa	Rural	Tertiary	231070257
Q107	Economic Values	Africa	Rural	Tertiary	404070964
Q107	Economic Values	Africa	Rural	Tertiary	231070579
Q107	Economic Values	Africa	Rural	Tertiary	504070103
Q107	Economic Values	Africa	Rural	Lower Secondary	716070915
Q107	Economic Values	Africa	Rural	Lower Secondary	716070986
Q107	Economic Values	Africa	Rural	Lower Secondary	566070835
Q107	Economic Values	Africa	Rural	Lower Secondary	566071162
Q107	Economic Values	Africa	Rural	Lower Secondary	566070173
Q107	Economic Values	North America	Urban	Upper to Post Secondary	124074683
Q107	Economic Values	North America	Urban	Upper to Post Secondary	484071643
Q107	Economic Values	North America	Urban	Upper to Post Secondary	840071825
Q107	Economic Values	North America	Urban	Upper to Post Secondary	124075203
Q107	Economic Values	North America	Urban	Upper to Post Secondary	484070094
Q107	Economic Values	North America	Urban	Primary or No Education	630071167
Q107	Economic Values	North America	Urban	Primary or No Education	320071201
Q107	Economic Values	North America	Urban	Primary or No Education	484070878
Q107	Economic Values	North America	Urban	Primary or No Education	558070640
Q107	Economic Values	North America	Urban	Primary or No Education	484070859
Q107	Economic Values	North America	Urban	Tertiary	630070968
Q107	Economic Values	North America	Urban	Tertiary	630070132
Q107	Economic Values	North America	Urban	Tertiary	124070601
Q107	Economic Values	North America	Urban	Tertiary	484071595
Q107	Economic Values	North America	Urban	Tertiary	124070383
Q107	Economic Values	North America	Urban	Lower Secondary	484070205
Q107	Economic Values	North America	Urban	Lower Secondary	630070377
Q107	Economic Values	North America	Urban	Lower Secondary	630070403
Q107	Economic Values	North America	Urban	Lower Secondary	840071155
Q107	Economic Values	North America	Urban	Lower Secondary	630070758
Q107	Economic Values	North America	Rural	Upper to Post Secondary	124074636
Q107	Economic Values	North America	Rural	Upper to Post Secondary	484070699
Q107	Economic Values	North America	Rural	Upper to Post Secondary	558070850
Q107	Economic Values	North America	Rural	Upper to Post Secondary	840071998
Q107	Economic Values	North America	Rural	Upper to Post Secondary	484070983
Q107	Economic Values	North America	Rural	Primary or No Education	320070563
Q107	Economic Values	North America	Rural	Primary or No Education	558070444
Q107	Economic Values	North America	Rural	Primary or No Education	484070817
Q107	Economic Values	North America	Rural	Primary or No Education	484070471
Q107	Economic Values	North America	Rural	Primary or No Education	558070456
Q107	Economic Values	North America	Rural	Tertiary	320071099
Q107	Economic Values	North America	Rural	Tertiary	124070940
Q107	Economic Values	North America	Rural	Tertiary	124071240
Q107	Economic Values	North America	Rural	Tertiary	840073425
Q107	Economic Values	North America	Rural	Tertiary	124071211
Q107	Economic Values	North America	Rural	Lower Secondary	558071011
Q107	Economic Values	North America	Rural	Lower Secondary	558070960
Q107	Economic Values	North America	Rural	Lower Secondary	558070784
Q107	Economic Values	North America	Rural	Lower Secondary	124073465
Q107	Economic Values	North America	Rural	Lower Secondary	558070931
Q107	Economic Values	Oceania	Urban	Upper to Post Secondary	554070796
Q107	Economic Values	Oceania	Urban	Upper to Post Secondary	36071640
Q107	Economic Values	Oceania	Urban	Upper to Post Secondary	554070751
Q107	Economic Values	Oceania	Urban	Upper to Post Secondary	36070134
Q107	Economic Values	Oceania	Urban	Upper to Post Secondary	554070517
Q107	Economic Values	Oceania	Urban	Primary or No Education	36071455
Q107	Economic Values	Oceania	Urban	Primary or No Education	554070550
Q107	Economic Values	Oceania	Urban	Primary or No Education	36070923
Q107	Economic Values	Oceania	Urban	Primary or No Education	36070815
